,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
501,VBD,22,,said,O,,,,,,,,,,,,,,
502,PRP,22,,it,O,,,,,,,,,,,,,,
503,MD,22,,will,O,,,,,,,,,,,,,,
504,VB,22,,go,O,,,,,,,,,,,,,,
505,RB,22,,ahead,O,,,,,,,,,,,,,,
506,IN,22,,with,O,,,,,,,,,,,,,,
507,DT,22,,a,O,,,,,,,,,,,,,,
508,NN,22,,reconciliation,O,,,,,,,,,,,,,,
509,NN,22,,conference,O,,,,,,,,,,,,,,
510,TO,22,,to,O,,,,,,,,,,,,,,
511,WDT,22,,which,O,,,,,,,,,,,,,,
512,JJR,22,,more,O,,,,,,,,,,,,,,
513,IN,22,,than,O,,,,,,,,,,,,,,
514,CD,22,,"1,300",O,,,,,,,,,,,,,,
515,JJ,22,,Somali,B-gpe,,,,,,,,,,,,,,
516,NNS,22,,elders,O,,,,,,,,,,,,,,
517,",",22,,",",O,,,,,,,,,,,,,,
518,NNS,22,,warlords,O,,,,,,,,,,,,,,
519,CC,22,,and,O,,,,,,,,,,,,,,
520,NNS,22,,politicians,O,,,,,,,,,,,,,,
521,VBP,22,,are,O,,,,,,,,,,,,,,
522,VBN,22,,invited,O,,,,,,,,,,,,,,
523,.,22,,.,O,,,,,,,,,,,,,,
524,JJ,23,,Iraqi,B-gpe,,,,,,,,,,,,,,
525,JJ,23,,military,O,,,,,,,,,,,,,,
526,NNS,23,,officials,O,,,,,,,,,,,,,,
527,VBP,23,,say,O,,,,,,,,,,,,,,
528,NNS,23,,tanks,O,,,,,,,,,,,,,,
529,CC,23,,and,O,,,,,,,,,,,,,,
530,NNS,23,,troops,O,,,,,,,,,,,,,,
531,VBP,23,,have,O,,,,,,,,,,,,,,
532,VBN,23,,arrived,O,,,,,,,,,,,,,,
533,IN,23,,in,O,,,,,,,,,,,,,,
534,DT,23,,the,O,,,,,,,,,,,,,,
535,JJ,23,,northern,O,,,,,,,,,,,,,,
536,NN,23,,city,O,,,,,,,,,,,,,,
537,NNP,23,,Mosul,B-geo,,,,,,,,,,,,,,
538,IN,23,,for,O,,,,,,,,,,,,,,
539,DT,23,,a,O,,,,,,,,,,,,,,
540,JJ,23,,new,O,,,,,,,,,,,,,,
541,NN,23,,offensive,O,,,,,,,,,,,,,,
542,IN,23,,against,O,,,,,,,,,,,,,,
543,NNP,23,,al,B-org,,,,,,,,,,,,,,
544,NNP,23,,Qaida,I-org,,,,,,,,,,,,,,
545,IN,23,,in,I-org,,,,,,,,,,,,,,
546,NNP,23,,Iraq,I-org,,,,,,,,,,,,,,
547,NNS,23,,fighters,O,,,,,,,,,,,,,,
548,.,23,,.,O,,,,,,,,,,,,,,
549,NNS,24,,Officials,O,,,,,,,,,,,,,,
550,MD,24,,will,O,,,,,,,,,,,,,,
551,RB,24,,not,O,,,,,,,,,,,,,,
552,VB,24,,say,O,,,,,,,,,,,,,,
553,WRB,24,,how,O,,,,,,,,,,,,,,
554,JJ,24,,many,O,,,,,,,,,,,,,,
555,NNS,24,,troops,O,,,,,,,,,,,,,,
556,VBP,24,,have,O,,,,,,,,,,,,,,
557,VBN,24,,arrived,O,,,,,,,,,,,,,,
558,IN,24,,in,O,,,,,,,,,,,,,,
559,DT,24,,the,O,,,,,,,,,,,,,,
560,NNP,24,,Sunni,B-geo,,,,,,,,,,,,,,
561,NNP,24,,Arab,I-geo,,,,,,,,,,,,,,
562,CC,24,,and,O,,,,,,,,,,,,,,
563,NNP,24,,Kurdish,B-geo,,,,,,,,,,,,,,
564,NN,24,,city,O,,,,,,,,,,,,,,
565,",",24,,",",O,,,,,,,,,,,,,,
566,WRB,24,,where,O,,,,,,,,,,,,,,
567,NNS,24,,bombings,O,,,,,,,,,,,,,,
568,JJ,24,,last,O,,,,,,,,,,,,,,
569,NN,24,,week,O,,,,,,,,,,,,,,
570,VBD,24,,killed,O,,,,,,,,,,,,,,
571,IN,24,,at,O,,,,,,,,,,,,,,
572,JJS,24,,least,O,,,,,,,,,,,,,,
573,CD,24,,34,O,,,,,,,,,,,,,,
574,NNS,24,,people,O,,,,,,,,,,,,,,
575,CC,24,,and,O,,,,,,,,,,,,,,
576,VBD,24,,wounded,O,,,,,,,,,,,,,,
577,JJR,24,,more,O,,,,,,,,,,,,,,
578,IN,24,,than,O,,,,,,,,,,,,,,
579,CD,24,,200,O,,,,,,,,,,,,,,
580,.,24,,.,O,,,,,,,,,,,,,,
581,NNP,25,,U.S.,B-gpe,,,,,,,,,,,,,,
582,NNS,25,,commanders,O,,,,,,,,,,,,,,
583,VBP,25,,have,O,,,,,,,,,,,,,,
584,RB,25,,not,O,,,,,,,,,,,,,,
585,VBN,25,,explained,O,,,,,,,,,,,,,,
586,WRB,25,,how,O,,,,,,,,,,,,,,
587,JJ,25,,American,B-gpe,,,,,,,,,,,,,,
588,NNS,25,,forces,O,,,,,,,,,,,,,,
589,MD,25,,will,O,,,,,,,,,,,,,,
590,VB,25,,participate,O,,,,,,,,,,,,,,
591,IN,25,,in,O,,,,,,,,,,,,,,
592,DT,25,,the,O,,,,,,,,,,,,,,
593,NN,25,,offensive,O,,,,,,,,,,,,,,
594,.,25,,.,O,,,,,,,,,,,,,,
595,NNS,26,,Officials,O,,,,,,,,,,,,,,
596,VBP,26,,say,O,,,,,,,,,,,,,,
597,NNP,26,,al,B-org,,,,,,,,,,,,,,
598,NNP,26,,Qaida,I-org,,,,,,,,,,,,,,
599,IN,26,,in,I-org,,,,,,,,,,,,,,
600,NNP,26,,Iraq,I-org,,,,,,,,,,,,,,
601,NNS,26,,fighters,O,,,,,,,,,,,,,,
602,VBP,26,,have,O,,,,,,,,,,,,,,
603,VBN,26,,fled,O,,,,,,,,,,,,,,
604,JJ,26,,successful,O,,,,,,,,,,,,,,
605,NNS,26,,campaigns,O,,,,,,,,,,,,,,
606,IN,26,,against,O,,,,,,,,,,,,,,
607,PRP,26,,them,O,,,,,,,,,,,,,,
608,IN,26,,in,O,,,,,,,,,,,,,,
609,NNP,26,,Anbar,B-geo,,,,,,,,,,,,,,
610,NN,26,,province,O,,,,,,,,,,,,,,
611,CC,26,,and,O,,,,,,,,,,,,,,
612,NNP,26,,Baghdad,B-geo,,,,,,,,,,,,,,
613,TO,26,,to,O,,,,,,,,,,,,,,
614,JJ,26,,other,O,,,,,,,,,,,,,,
615,JJ,26,,northern,O,,,,,,,,,,,,,,
616,NNS,26,,provinces,O,,,,,,,,,,,,,,
617,.,26,,.,O,,,,,,,,,,,,,,
618,NNP,27,,Mosul,B-geo,,,,,,,,,,,,,,
619,VBZ,27,,is,O,,,,,,,,,,,,,,
620,DT,27,,the,O,,,,,,,,,,,,,,
621,JJS,27,,largest,O,,,,,,,,,,,,,,
622,NN,27,,city,O,,,,,,,,,,,,,,
623,NN,27,,north,O,,,,,,,,,,,,,,
624,IN,27,,of,O,,,,,,,,,,,,,,
625,NNP,27,,Baghdad,B-geo,,,,,,,,,,,,,,
626,CC,27,,and,O,,,,,,,,,,,,,,
627,VBZ,27,,has,O,,,,,,,,,,,,,,
628,RB,27,,long,O,,,,,,,,,,,,,,
629,VBN,27,,been,O,,,,,,,,,,,,,,
630,DT,27,,a,O,,,,,,,,,,,,,,
631,NN,27,,stronghold,O,,,,,,,,,,,,,,
632,IN,27,,of,O,,,,,,,,,,,,,,
633,NNP,27,,Sunni,B-org,,,,,,,,,,,,,,
634,JJ,27,,militant,O,,,,,,,,,,,,,,
635,NNS,27,,fighters,O,,,,,,,,,,,,,,
636,.,27,,.,O,,,,,,,,,,,,,,
637,IN,28,,In,O,,,,,,,,,,,,,,
638,JJ,28,,other,O,,,,,,,,,,,,,,
639,NN,28,,violence,O,,,,,,,,,,,,,,
640,",",28,,",",O,,,,,,,,,,,,,,
641,NNP,28,,U.S.,B-gpe,,,,,,,,,,,,,,
642,NNS,28,,officials,O,,,,,,,,,,,,,,
643,VBD,28,,said,O,,,,,,,,,,,,,,
644,CD,28,,one,O,,,,,,,,,,,,,,
645,JJ,28,,American,B-gpe,,,,,,,,,,,,,,
646,NN,28,,soldier,O,,,,,,,,,,,,,,
647,VBD,28,,was,O,,,,,,,,,,,,,,
648,VBN,28,,killed,O,,,,,,,,,,,,,,
649,IN,28,,while,O,,,,,,,,,,,,,,
650,IN,28,,on,O,,,,,,,,,,,,,,
651,NN,28,,patrol,O,,,,,,,,,,,,,,
652,IN,28,,in,O,,,,,,,,,,,,,,
653,NNP,28,,Baghdad,B-geo,,,,,,,,,,,,,,
654,NNP,28,,Sunday,B-tim,,,,,,,,,,,,,,
655,.,28,,.,O,,,,,,,,,,,,,,
656,JJ,29,,Egyptian,B-gpe,,,,,,,,,,,,,,
657,NNS,29,,police,O,,,,,,,,,,,,,,
658,VBP,29,,have,O,,,,,,,,,,,,,,
659,VBN,29,,arrested,O,,,,,,,,,,,,,,
660,IN,29,,at,O,,,,,,,,,,,,,,
661,JJS,29,,least,O,,,,,,,,,,,,,,
662,CD,29,,16,O,,,,,,,,,,,,,,
663,NNS,29,,members,O,,,,,,,,,,,,,,
664,IN,29,,of,O,,,,,,,,,,,,,,
665,DT,29,,the,O,,,,,,,,,,,,,,
666,NN,29,,opposition,O,,,,,,,,,,,,,,
667,NNP,29,,Muslim,B-org,,,,,,,,,,,,,,
668,NNP,29,,Brotherhood,I-org,,,,,,,,,,,,,,
669,IN,29,,as,O,,,,,,,,,,,,,,
670,NNS,29,,parts,O,,,,,,,,,,,,,,
671,IN,29,,of,O,,,,,,,,,,,,,,
672,DT,29,,the,O,,,,,,,,,,,,,,
673,NN,29,,country,O,,,,,,,,,,,,,,
674,VB,29,,prepare,O,,,,,,,,,,,,,,
675,IN,29,,for,O,,,,,,,,,,,,,,
676,JJ,29,,parliamentary,O,,,,,,,,,,,,,,
677,NN,29,,runoff,O,,,,,,,,,,,,,,
678,NNS,29,,elections,O,,,,,,,,,,,,,,
679,NNP,29,,Saturday,B-tim,,,,,,,,,,,,,,
680,.,29,,.,O,,,,,,,,,,,,,,
681,DT,30,,The,O,,,,,,,,,,,,,,
682,NNS,30,,arrests,O,,,,,,,,,,,,,,
683,VBD,30,,occurred,O,,,,,,,,,,,,,,
684,NNP,30,,Friday,B-tim,,,,,,,,,,,,,,
685,IN,30,,in,O,,,,,,,,,,,,,,
686,NNP,30,,Alexandria,B-geo,,,,,,,,,,,,,,
687,.,30,,.,O,,,,,,,,,,,,,,
688,DT,31,,A,O,,,,,,,,,,,,,,
689,NN,31,,spokesman,O,,,,,,,,,,,,,,
690,IN,31,,for,O,,,,,,,,,,,,,,
691,DT,31,,the,O,,,,,,,,,,,,,,
692,NNP,31,,Brotherhood,B-org,,,,,,,,,,,,,,
693,VBD,31,,said,O,,,,,,,,,,,,,,
694,DT,31,,the,O,,,,,,,,,,,,,,
695,NNS,31,,arrests,O,,,,,,,,,,,,,,
696,VBP,31,,are,O,,,,,,,,,,,,,,
697,DT,31,,an,O,,,,,,,,,,,,,,
698,NN,31,,attempt,O,,,,,,,,,,,,,,
699,TO,31,,to,O,,,,,,,,,,,,,,
700,VB,31,,cut,O,,,,,,,,,,,,,,
701,DT,31,,the,O,,,,,,,,,,,,,,
702,NNP,31,,Brotherhood,B-org,,,,,,,,,,,,,,
703,RB,31,,off,O,,,,,,,,,,,,,,
704,IN,31,,from,O,,,,,,,,,,,,,,
705,PRP$,31,,its,O,,,,,,,,,,,,,,
706,NNS,31,,supporters,O,,,,,,,,,,,,,,
707,CC,31,,and,O,,,,,,,,,,,,,,
708,NN,31,,punishment,O,,,,,,,,,,,,,,
709,IN,31,,for,O,,,,,,,,,,,,,,
710,VBG,31,,winning,O,,,,,,,,,,,,,,
711,JJ,31,,parliamentary,O,,,,,,,,,,,,,,
712,NNS,31,,seats,O,,,,,,,,,,,,,,
713,IN,31,,in,O,,,,,,,,,,,,,,
714,JJR,31,,earlier,O,,,,,,,,,,,,,,
715,NNS,31,,elections,O,,,,,,,,,,,,,,
716,.,31,,.,O,,,,,,,,,,,,,,
717,DT,32,,The,O,,,,,,,,,,,,,,
718,NNP,32,,Muslim,B-org,,,,,,,,,,,,,,
719,NNP,32,,Brotherhood,I-org,,,,,,,,,,,,,,
720,VBZ,32,,has,O,,,,,,,,,,,,,,
721,VBN,32,,tripled,O,,,,,,,,,,,,,,
722,PRP$,32,,its,O,,,,,,,,,,,,,,
723,NN,32,,strength,O,,,,,,,,,,,,,,
724,IN,32,,in,O,,,,,,,,,,,,,,
725,NN,32,,parliament,O,,,,,,,,,,,,,,
726,IN,32,,in,O,,,,,,,,,,,,,,
727,JJ,32,,recent,O,,,,,,,,,,,,,,
728,NNS,32,,elections,O,,,,,,,,,,,,,,
729,",",32,,",",O,,,,,,,,,,,,,,
730,VBG,32,,raising,O,,,,,,,,,,,,,,
731,DT,32,,the,O,,,,,,,,,,,,,,
732,NN,32,,party,O,,,,,,,,,,,,,,
733,POS,32,,'s,O,,,,,,,,,,,,,,
734,NN,32,,total,O,,,,,,,,,,,,,,
735,TO,32,,to,O,,,,,,,,,,,,,,
736,CD,32,,47,O,,,,,,,,,,,,,,
737,NNS,32,,seats,O,,,,,,,,,,,,,,
738,.,32,,.,O,,,,,,,,,,,,,,
739,IN,33,,In,O,,,,,,,,,,,,,,
740,NNP,33,,Saturday,B-tim,,,,,,,,,,,,,,
741,POS,33,,'s,O,,,,,,,,,,,,,,
742,NNS,33,,elections,O,,,,,,,,,,,,,,
743,",",33,,",",O,,,,,,,,,,,,,,
744,NNS,33,,voters,O,,,,,,,,,,,,,,
745,MD,33,,will,O,,,,,,,,,,,,,,
746,VB,33,,cast,O,,,,,,,,,,,,,,
747,NNS,33,,ballots,O,,,,,,,,,,,,,,
748,IN,33,,in,O,,,,,,,,,,,,,,
749,CD,33,,nine,O,,,,,,,,,,,,,,
750,NNS,33,,provinces,O,,,,,,,,,,,,,,
751,WRB,33,,where,O,,,,,,,,,,,,,,
752,DT,33,,no,O,,,,,,,,,,,,,,
753,NN,33,,candidate,O,,,,,,,,,,,,,,
754,VBD,33,,won,O,,,,,,,,,,,,,,
755,DT,33,,a,O,,,,,,,,,,,,,,
756,NN,33,,majority,O,,,,,,,,,,,,,,
757,IN,33,,in,O,,,,,,,,,,,,,,
758,DT,33,,the,O,,,,,,,,,,,,,,
759,JJ,33,,previous,O,,,,,,,,,,,,,,
760,NN,33,,round,O,,,,,,,,,,,,,,
761,IN,33,,of,O,,,,,,,,,,,,,,
762,NN,33,,voting,O,,,,,,,,,,,,,,
763,.,33,,.,O,,,,,,,,,,,,,,
764,DT,34,,The,O,,,,,,,,,,,,,,
765,NNP,34,,Muslim,B-org,,,,,,,,,,,,,,
766,NNP,34,,Brotherhood,I-org,,,,,,,,,,,,,,
767,VBZ,34,,is,O,,,,,,,,,,,,,,
768,VBN,34,,banned,O,,,,,,,,,,,,,,
769,IN,34,,as,O,,,,,,,,,,,,,,
770,DT,34,,a,O,,,,,,,,,,,,,,
771,JJ,34,,political,O,,,,,,,,,,,,,,
772,NN,34,,party,O,,,,,,,,,,,,,,
773,",",34,,",",O,,,,,,,,,,,,,,
774,CC,34,,but,O,,,,,,,,,,,,,,
775,PRP,34,,it,O,,,,,,,,,,,,,,
776,VBZ,34,,endorses,O,,,,,,,,,,,,,,
777,JJ,34,,so-called,O,,,,,,,,,,,,,,
778,JJ,34,,independent,O,,,,,,,,,,,,,,
779,NNS,34,,candidates,O,,,,,,,,,,,,,,
780,WP$,34,,whose,O,,,,,,,,,,,,,,
781,NN,34,,allegiance,O,,,,,,,,,,,,,,
782,IN,34,,to,O,,,,,,,,,,,,,,
783,DT,34,,the,O,,,,,,,,,,,,,,
784,NN,34,,party,O,,,,,,,,,,,,,,
785,VBZ,34,,is,O,,,,,,,,,,,,,,
786,VBN,34,,known,O,,,,,,,,,,,,,,
787,TO,34,,to,O,,,,,,,,,,,,,,
788,NNS,34,,voters,O,,,,,,,,,,,,,,
789,.,34,,.,O,,,,,,,,,,,,,,
790,JJ,35,,Hardline,O,,,,,,,,,,,,,,
791,NNS,35,,lawmakers,O,,,,,,,,,,,,,,
792,IN,35,,in,O,,,,,,,,,,,,,,
793,NNP,35,,Pakistan,B-geo,,,,,,,,,,,,,,
794,POS,35,,'s,O,,,,,,,,,,,,,,
795,NNP,35,,North,B-geo,,,,,,,,,,,,,,
796,NNP,35,,West,I-geo,,,,,,,,,,,,,,
797,NNP,35,,Frontier,I-geo,,,,,,,,,,,,,,
798,NNP,35,,Province,I-geo,,,,,,,,,,,,,,
799,VBP,35,,have,O,,,,,,,,,,,,,,
800,VBN,35,,pushed,O,,,,,,,,,,,,,,
801,IN,35,,through,O,,,,,,,,,,,,,,
802,DT,35,,a,O,,,,,,,,,,,,,,
803,NN,35,,law,O,,,,,,,,,,,,,,
804,WDT,35,,that,O,,,,,,,,,,,,,,
805,VBZ,35,,aims,O,,,,,,,,,,,,,,
806,TO,35,,to,O,,,,,,,,,,,,,,
807,VB,35,,ensure,O,,,,,,,,,,,,,,
808,``,35,,"""",O,,,,,,,,,,,,,,
809,JJ,35,,Islamic,O,,,,,,,,,,,,,,
810,NN,35,,correctness,O,,,,,,,,,,,,,,
811,``,35,,"""",O,,,,,,,,,,,,,,
812,IN,35,,in,O,,,,,,,,,,,,,,
813,JJ,35,,public,O,,,,,,,,,,,,,,
814,NNS,35,,places,O,,,,,,,,,,,,,,
815,CC,35,,and,O,,,,,,,,,,,,,,
816,VBZ,35,,establishes,O,,,,,,,,,,,,,,
817,DT,35,,a,O,,,,,,,,,,,,,,
818,NN,35,,morality,O,,,,,,,,,,,,,,
819,NN,35,,police,O,,,,,,,,,,,,,,
820,TO,35,,to,O,,,,,,,,,,,,,,
821,VB,35,,enforce,O,,,,,,,,,,,,,,
822,JJ,35,,decent,O,,,,,,,,,,,,,,
823,NN,35,,behavior,O,,,,,,,,,,,,,,
824,.,35,,.,O,,,,,,,,,,,,,,
825,DT,36,,A,O,,,,,,,,,,,,,,
826,JJ,36,,six-party,O,,,,,,,,,,,,,,
827,NN,36,,coalition,O,,,,,,,,,,,,,,
828,IN,36,,of,O,,,,,,,,,,,,,,
829,JJ,36,,religious,O,,,,,,,,,,,,,,
830,VBN,36,,based,O,,,,,,,,,,,,,,
831,NNS,36,,parties,O,,,,,,,,,,,,,,
832,",",36,,",",O,,,,,,,,,,,,,,
833,DT,36,,the,O,,,,,,,,,,,,,,
834,NNP,36,,Mutahida,B-org,,,,,,,,,,,,,,
835,NNP,36,,Majlis-e-Amal,I-org,,,,,,,,,,,,,,
836,",",36,,",",O,,,,,,,,,,,,,,
837,VBZ,36,,dominates,O,,,,,,,,,,,,,,
838,DT,36,,the,O,,,,,,,,,,,,,,
839,JJ,36,,provincial,O,,,,,,,,,,,,,,
840,NN,36,,assembly,O,,,,,,,,,,,,,,
841,",",36,,",",O,,,,,,,,,,,,,,
842,IN,36,,so,O,,,,,,,,,,,,,,
843,DT,36,,the,O,,,,,,,,,,,,,,
844,NN,36,,bill,O,,,,,,,,,,,,,,
845,VBD,36,,was,O,,,,,,,,,,,,,,
846,RB,36,,easily,O,,,,,,,,,,,,,,
847,VBN,36,,passed,O,,,,,,,,,,,,,,
848,NNP,36,,Thursday,B-tim,,,,,,,,,,,,,,
849,IN,36,,by,O,,,,,,,,,,,,,,
850,DT,36,,a,O,,,,,,,,,,,,,,
851,NN,36,,vote,O,,,,,,,,,,,,,,
852,IN,36,,of,O,,,,,,,,,,,,,,
853,CD,36,,68-34,O,,,,,,,,,,,,,,
854,.,36,,.,O,,,,,,,,,,,,,,
855,DT,37,,The,O,,,,,,,,,,,,,,
856,JJ,37,,provincial,O,,,,,,,,,,,,,,
857,NN,37,,governor,O,,,,,,,,,,,,,,
858,MD,37,,must,O,,,,,,,,,,,,,,
859,RB,37,,still,O,,,,,,,,,,,,,,
860,VB,37,,sign,O,,,,,,,,,,,,,,
861,DT,37,,the,O,,,,,,,,,,,,,,
862,NN,37,,bill,O,,,,,,,,,,,,,,
863,IN,37,,before,O,,,,,,,,,,,,,,
864,PRP,37,,it,O,,,,,,,,,,,,,,
865,VBZ,37,,becomes,O,,,,,,,,,,,,,,
866,NN,37,,law,O,,,,,,,,,,,,,,
867,",",37,,",",O,,,,,,,,,,,,,,
868,DT,37,,a,O,,,,,,,,,,,,,,
869,NN,37,,step,O,,,,,,,,,,,,,,
870,VBN,37,,seen,O,,,,,,,,,,,,,,
871,RB,37,,only,O,,,,,,,,,,,,,,
872,IN,37,,as,O,,,,,,,,,,,,,,
873,DT,37,,a,O,,,,,,,,,,,,,,
874,NN,37,,formality,O,,,,,,,,,,,,,,
875,.,37,,.,O,,,,,,,,,,,,,,
876,DT,38,,The,O,,,,,,,,,,,,,,
877,JJ,38,,proposed,O,,,,,,,,,,,,,,
878,NN,38,,law,O,,,,,,,,,,,,,,
879,VBZ,38,,calls,O,,,,,,,,,,,,,,
880,IN,38,,for,O,,,,,,,,,,,,,,
881,VBG,38,,setting,O,,,,,,,,,,,,,,
882,RP,38,,up,O,,,,,,,,,,,,,,
883,DT,38,,a,O,,,,,,,,,,,,,,
884,``,38,,"""",O,,,,,,,,,,,,,,
885,JJ,38,,religious,O,,,,,,,,,,,,,,
886,NN,38,,police,O,,,,,,,,,,,,,,
887,NN,38,,force,O,,,,,,,,,,,,,,
888,``,38,,"""",O,,,,,,,,,,,,,,
889,TO,38,,to,O,,,,,,,,,,,,,,
890,VB,38,,make,O,,,,,,,,,,,,,,
891,JJ,38,,sure,O,,,,,,,,,,,,,,
892,NNS,38,,people,O,,,,,,,,,,,,,,
893,VBP,38,,adhere,O,,,,,,,,,,,,,,
894,TO,38,,to,O,,,,,,,,,,,,,,
895,JJ,38,,Islamic,O,,,,,,,,,,,,,,
896,NNS,38,,values,O,,,,,,,,,,,,,,
897,IN,38,,in,O,,,,,,,,,,,,,,
898,JJ,38,,public,O,,,,,,,,,,,,,,
899,NNS,38,,places,O,,,,,,,,,,,,,,
900,",",38,,",",O,,,,,,,,,,,,,,
901,CC,38,,and,O,,,,,,,,,,,,,,
902,NN,38,,entertainment,O,,,,,,,,,,,,,,
903,NNS,38,,outlets,O,,,,,,,,,,,,,,
904,RB,38,,close,O,,,,,,,,,,,,,,
905,IN,38,,during,O,,,,,,,,,,,,,,
906,JJ,38,,weekly,O,,,,,,,,,,,,,,
907,NNP,38,,Friday,B-tim,,,,,,,,,,,,,,
908,NNS,38,,prayers,O,,,,,,,,,,,,,,
909,.,38,,.,O,,,,,,,,,,,,,,
910,NNS,39,,Violators,O,,,,,,,,,,,,,,
911,MD,39,,could,O,,,,,,,,,,,,,,
912,VB,39,,be,O,,,,,,,,,,,,,,
913,VBN,39,,jailed,O,,,,,,,,,,,,,,
914,IN,39,,for,O,,,,,,,,,,,,,,
915,RB,39,,up,O,,,,,,,,,,,,,,
916,TO,39,,to,O,,,,,,,,,,,,,,
917,CD,39,,six,O,,,,,,,,,,,,,,
918,NNS,39,,months,O,,,,,,,,,,,,,,
919,.,39,,.,O,,,,,,,,,,,,,,
920,DT,40,,The,O,,,,,,,,,,,,,,
921,NN,40,,opposition,O,,,,,,,,,,,,,,
922,VBZ,40,,has,O,,,,,,,,,,,,,,
923,VBN,40,,denounced,O,,,,,,,,,,,,,,
924,DT,40,,the,O,,,,,,,,,,,,,,
925,NN,40,,measure,O,,,,,,,,,,,,,,
926,",",40,,",",O,,,,,,,,,,,,,,
927,VBG,40,,comparing,O,,,,,,,,,,,,,,
928,PRP,40,,it,O,,,,,,,,,,,,,,
929,TO,40,,to,O,,,,,,,,,,,,,,
930,DT,40,,the,O,,,,,,,,,,,,,,
931,JJ,40,,draconian,O,,,,,,,,,,,,,,
932,NN,40,,rule,O,,,,,,,,,,,,,,
933,IN,40,,of,O,,,,,,,,,,,,,,
934,DT,40,,the,O,,,,,,,,,,,,,,
935,JJ,40,,former,O,,,,,,,,,,,,,,
936,NNP,40,,Taleban,B-org,,,,,,,,,,,,,,
937,IN,40,,in,O,,,,,,,,,,,,,,
938,VBG,40,,neighboring,O,,,,,,,,,,,,,,
939,NNP,40,,Afghanistan,B-geo,,,,,,,,,,,,,,
940,.,40,,.,O,,,,,,,,,,,,,,
941,JJ,41,,British,B-gpe,,,,,,,,,,,,,,
942,NNS,41,,police,O,,,,,,,,,,,,,,
943,VBP,41,,say,O,,,,,,,,,,,,,,
944,PRP,41,,they,O,,,,,,,,,,,,,,
945,VBP,41,,have,O,,,,,,,,,,,,,,
946,VBN,41,,arrested,O,,,,,,,,,,,,,,
947,DT,41,,a,O,,,,,,,,,,,,,,
948,NN,41,,man,O,,,,,,,,,,,,,,
949,WP,41,,who,O,,,,,,,,,,,,,,
950,VBD,41,,dressed,O,,,,,,,,,,,,,,
951,IN,41,,as,O,,,,,,,,,,,,,,
952,NN,41,,suicide,O,,,,,,,,,,,,,,
953,NN,41,,bomber,O,,,,,,,,,,,,,,
954,IN,41,,at,O,,,,,,,,,,,,,,
955,DT,41,,a,O,,,,,,,,,,,,,,
956,NN,41,,demonstration,O,,,,,,,,,,,,,,
957,IN,41,,against,O,,,,,,,,,,,,,,
958,DT,41,,the,O,,,,,,,,,,,,,,
959,NN,41,,publication,O,,,,,,,,,,,,,,
960,IN,41,,of,O,,,,,,,,,,,,,,
961,NNS,41,,cartoons,O,,,,,,,,,,,,,,
962,VBG,41,,depicting,O,,,,,,,,,,,,,,
963,NNP,41,,Islam,B-org,,,,,,,,,,,,,,
964,POS,41,,'s,O,,,,,,,,,,,,,,
965,NNP,41,,Prophet,B-per,,,,,,,,,,,,,,
966,NNP,41,,Muhammad,I-per,,,,,,,,,,,,,,
967,.,41,,.,O,,,,,,,,,,,,,,
968,NNP,42,,Bedfordshire,B-gpe,,,,,,,,,,,,,,
969,NNS,42,,police,O,,,,,,,,,,,,,,
970,VBD,42,,said,O,,,,,,,,,,,,,,
971,NNP,42,,Tuesday,B-tim,,,,,,,,,,,,,,
972,IN,42,,that,O,,,,,,,,,,,,,,
973,NNP,42,,Omar,B-per,,,,,,,,,,,,,,
974,NNP,42,,Khayam,I-per,,,,,,,,,,,,,,
975,VBD,42,,was,O,,,,,,,,,,,,,,
976,VBN,42,,arrested,O,,,,,,,,,,,,,,
977,IN,42,,in,O,,,,,,,,,,,,,,
978,NNP,42,,Bedford,B-geo,,,,,,,,,,,,,,
979,IN,42,,for,O,,,,,,,,,,,,,,
980,VBG,42,,breaching,O,,,,,,,,,,,,,,
981,DT,42,,the,O,,,,,,,,,,,,,,
982,NNS,42,,conditions,O,,,,,,,,,,,,,,
983,IN,42,,of,O,,,,,,,,,,,,,,
984,PRP$,42,,his,O,,,,,,,,,,,,,,
985,NN,42,,parole,O,,,,,,,,,,,,,,
986,.,42,,.,O,,,,,,,,,,,,,,
987,NNS,43,,Police,O,,,,,,,,,,,,,,
988,VBD,43,,said,O,,,,,,,,,,,,,,
989,DT,43,,the,O,,,,,,,,,,,,,,
990,NNP,43,,British,B-org,,,,,,,,,,,,,,
991,NNP,43,,Home,I-org,,,,,,,,,,,,,,
992,NNP,43,,Office,I-org,,,,,,,,,,,,,,
993,VBD,43,,sought,O,,,,,,,,,,,,,,
994,DT,43,,an,O,,,,,,,,,,,,,,
995,NN,43,,investigation,O,,,,,,,,,,,,,,
996,IN,43,,of,O,,,,,,,,,,,,,,
997,NNP,43,,Khayam,B-per,,,,,,,,,,,,,,
998,POS,43,,'s,O,,,,,,,,,,,,,,
999,NN,43,,behavior,O,,,,,,,,,,,,,,
1000,IN,43,,after,O,,,,,,,,,,,,,,
1001,PRP,43,,he,O,,,,,,,,,,,,,,
1002,VBD,43,,was,O,,,,,,,,,,,,,,
1003,VBN,43,,photographed,O,,,,,,,,,,,,,,
1004,JJ,43,,last,O,,,,,,,,,,,,,,
1005,NN,43,,week,O,,,,,,,,,,,,,,
